poll_time,league_id,matchup_id,home,away,start_time,period,bet_type,side,line,american,is_alt,max_risk,currency_hint,cutoff_at,version
2026-08-31T05:48:27.386152+00:00,1624,1634729590,Sofia Montenegro,Delphine Benouaich,2026-09-05T16:00:00Z,0,ou,under,2.5,206,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079958
2026-08-31T05:48:27.386152+00:00,1624,1634729586,Muhammad Naimov,Losene Keita,2026-09-05T16:00:00Z,0,ml,home,,289,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079708
2026-08-31T05:48:27.386152+00:00,1624,1634729586,Muhammad Naimov,Losene Keita,2026-09-05T16:00:00Z,0,ml,away,,-358,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079708
2026-08-31T05:48:27.386152+00:00,1624,1634729586,Muhammad Naimov,Losene Keita,2026-09-05T16:00:00Z,0,ou,over,2.5,108,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079708
2026-08-31T05:48:27.386152+00:00,1624,1634729586,Muhammad Naimov,Losene Keita,2026-09-05T16:00:00Z,0,ou,under,2.5,-131,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079708
2026-08-31T05:48:27.386152+00:00,1624,1634729464,Klaudia Sygula,Nora Cornolle,2026-09-05T16:00:00Z,0,ml,home,,107,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079876
2026-08-31T05:48:27.386152+00:00,1624,1634729464,Klaudia Sygula,Nora Cornolle,2026-09-05T16:00:00Z,0,ml,away,,-125,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079876
2026-08-31T05:48:27.386152+00:00,1624,1634729464,Klaudia Sygula,Nora Cornolle,2026-09-05T16:00:00Z,0,ou,over,2.5,-228,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079876
2026-08-31T05:48:27.386152+00:00,1624,1634729464,Klaudia Sygula,Nora Cornolle,2026-09-05T16:00:00Z,0,ou,under,2.5,184,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079876
2026-08-31T05:48:27.386152+00:00,1624,1635208784,Adam Livingston,Hunter Smith,2026-09-02T02:15:00Z,0,ml,home,,-164,0,500,account_ccy,2026-09-02T02:15:00+00:00,3711079430
2026-08-31T05:48:27.386152+00:00,1624,1635208784,Adam Livingston,Hunter Smith,2026-09-02T02:15:00Z,0,ml,away,,140,0,500,account_ccy,2026-09-02T02:15:00+00:00,3711079430
2026-08-31T05:48:27.386152+00:00,1624,1635205149,Silvestre Sanchez,Liam McCracken,2026-09-02T03:05:00Z,0,ml,home,,190,0,500,account_ccy,2026-09-02T03:05:00+00:00,3711079430
2026-08-31T05:48:27.386152+00:00,1624,1635205149,Silvestre Sanchez,Liam McCracken,2026-09-02T03:05:00Z,0,ml,away,,-226,0,500,account_ccy,2026-09-02T03:05:00+00:00,3711079430
2026-08-31T05:48:27.386152+00:00,1624,1634729462,Felipe Lima,Morgan Charriere,2026-09-05T16:00:00Z,0,ml,home,,-189,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079667
2026-08-31T05:48:27.386152+00:00,1624,1634729462,Felipe Lima,Morgan Charriere,2026-09-05T16:00:00Z,0,ml,away,,160,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079667
2026-08-31T05:48:27.386152+00:00,1624,1634729462,Felipe Lima,Morgan Charriere,2026-09-05T16:00:00Z,0,ou,over,2.5,-162,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079667
2026-08-31T05:48:27.386152+00:00,1624,1634729462,Felipe Lima,Morgan Charriere,2026-09-05T16:00:00Z,0,ou,under,2.5,133,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079667
2026-08-31T05:48:27.386152+00:00,1624,1634729582,Salahdine Parnasse,Dan Hooker,2026-09-05T16:00:00Z,0,ml,home,,-594,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079539
2026-08-31T05:48:27.386152+00:00,1624,1634729582,Salahdine Parnasse,Dan Hooker,2026-09-05T16:00:00Z,0,ml,away,,448,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079539
2026-08-31T05:48:27.386152+00:00,1624,1634729582,Salahdine Parnasse,Dan Hooker,2026-09-05T16:00:00Z,0,ou,over,3.5,199,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079539
2026-08-31T05:48:27.386152+00:00,1624,1634729582,Salahdine Parnasse,Dan Hooker,2026-09-05T16:00:00Z,0,ou,under,3.5,-248,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079539
2026-08-31T05:48:27.386152+00:00,1624,1634730955,Nursulton Ruziboev,Michael Page,2026-09-05T16:00:00Z,0,ml,home,,151,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711103984
2026-08-31T05:48:27.386152+00:00,1624,1634730955,Nursulton Ruziboev,Michael Page,2026-09-05T16:00:00Z,0,ml,away,,-178,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711103984
2026-08-31T05:48:27.386152+00:00,1624,1634730955,Nursulton Ruziboev,Michael Page,2026-09-05T16:00:00Z,0,ou,over,2.5,-159,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711103984
2026-08-31T05:48:27.386152+00:00,1624,1634730955,Nursulton Ruziboev,Michael Page,2026-09-05T16:00:00Z,0,ou,under,2.5,131,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711103984
2026-08-31T05:48:27.386152+00:00,1624,1635205010,Adam Darby,Patrick Rivera,2026-09-02T03:55:00Z,0,ml,home,,-400,0,500,account_ccy,2026-09-02T03:55:00+00:00,3711079430
2026-08-31T05:48:27.386152+00:00,1624,1635205010,Adam Darby,Patrick Rivera,2026-09-02T03:55:00Z,0,ml,away,,336,0,500,account_ccy,2026-09-02T03:55:00+00:00,3711079430
