poll_time,event_slug,event_name,matchup_id,side,selection,row_kind,book_id,book,american,move_arrow
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,28,Polymarket,223,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,29,Kalshi,207,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,21,FanDuel,210,
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,24,Caesars,225,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,25,BetRivers,205,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,20,BetWay,200,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,2,Tofiq Musayev,moneyline,26,Unibet,205,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,28,Polymarket,-335,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,29,Kalshi,-382,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,21,FanDuel,-350,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,24,Caesars,-370,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,25,BetRivers,-375,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,20,BetWay,-350,
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44223,1,Michael Oliveira,moneyline,26,Unibet,-375,▼
